0.496759,0.761355,0.303163,0.395134,0.451003,0.480597,0.331798,0.368069,0.347228,0.308685,0.699955,0.351482,0.350572,0.305518,0.404513,0.361515,0.377728,0.236857,0.828821,0.402320,0.371580,0.421405,0.364708,0.373238,0.372604
0.496771,0.599793,0.303163,0.395134,0.361401,0.520393,0.372434,0.347015,0.347228,0.599642,0.699955,0.351482,0.350572,0.772441,0.430928,0.852971,0.349562,0.312658,0.473807,0.369875,0.371580,0.516618,0.364708,0.373238,0.372604
0.496760,0.248535,0.303163,0.395134,0.369256,0.482386,0.609950,0.347015,0.347228,0.836681,0.699955,0.351482,0.350572,0.772441,0.404513,0.361515,0.338571,0.675198,0.392864,0.369875,0.371580,0.884112,0.693691,0.373238,0.372604
0.496772,0.599793,0.303163,0.395134,0.361401,0.504861,0.350964,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.417662,0.852971,0.344046,0.475111,0.458857,0.369875,0.371580,0.536533,0.364708,0.373238,0.372604
0.496776,0.599793,0.303163,0.395134,0.361401,0.491068,0.365216,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.484804,0.852971,0.349562,0.218384,0.392864,0.369875,0.371580,0.492656,0.364708,0.373238,0.372604
0.496768,0.599793,0.303163,0.395134,0.361401,0.511122,0.330081,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.457743,0.852971,0.349562,0.221664,0.392864,0.369875,0.371580,0.413633,0.364708,0.373238,0.372604
0.496876,0.752083,0.303163,0.395134,0.401338,0.485261,0.330081,0.347015,0.347228,0.825730,0.699955,0.351482,0.350572,0.760647,0.430928,0.852971,0.355119,0.205615,0.392864,0.369875,0.371580,0.413633,0.364708,0.373238,0.372604
0.496758,0.599793,0.514440,0.395134,0.393226,0.480597,0.330081,0.347015,0.347228,0.454717,0.699955,0.351482,0.350572,0.740079,0.404513,0.361515,0.344046,0.269341,0.392864,0.879428,0.880149,0.413633,0.364708,0.877367,0.874436
0.496767,0.599793,0.303163,0.395134,0.361401,0.594516,0.330081,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.430928,0.852971,0.344046,0.290523,0.928811,0.369875,0.371580,0.417514,0.364708,0.373238,0.372604
0.496887,0.752083,0.303163,0.395134,0.385172,0.485232,0.330081,0.347015,0.347228,0.684570,0.699955,0.351482,0.350572,0.558099,0.417662,0.852971,0.344046,0.430156,0.392864,0.369875,0.371580,0.413633,0.364708,0.373238,0.372604
0.496777,0.599793,0.303163,0.395134,0.361401,0.484965,0.340445,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.430928,0.852971,0.344046,0.518087,0.392864,0.369875,0.371580,0.437063,0.364708,0.373238,0.372604
0.496770,0.599793,0.303163,0.395134,0.361401,0.501307,0.356279,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.457743,0.852971,0.349562,0.250953,0.392864,0.369875,0.371580,0.472708,0.364708,0.373238,0.372604
0.496760,0.248535,0.303163,0.395134,0.369256,0.482865,0.368818,0.347015,0.347228,0.836681,0.699955,0.351482,0.350572,0.772441,0.404513,0.361515,0.338571,0.675198,0.407282,0.369875,0.371580,0.782608,0.693691,0.373238,0.372604
0.496771,0.599793,0.303163,0.395134,0.361401,0.495510,0.330081,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.430928,0.852971,0.349562,0.247378,0.392864,0.369875,0.371580,0.413633,0.364708,0.373238,0.372604
0.496769,0.599793,0.303163,0.395134,0.361401,0.551547,0.330081,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.417662,0.852971,0.853904,0.155040,0.392864,0.369875,0.371580,0.413633,0.364708,0.373238,0.372604
0.496777,0.599793,0.303163,0.395134,0.361401,0.514871,0.331798,0.347015,0.347228,0.838011,0.699955,0.351482,0.350572,0.772441,0.404513,0.852971,0.338571,0.675198,0.392864,0.376281,0.371580,0.417514,0.364708,0.379072,0.372604
0.496789,0.761355,0.303163,0.964391,0.484729,0.480597,0.331798,0.347015,0.347228,0.471703,0.435013,0.351482,0.350572,0.296275,0.444295,0.852971,0.366350,0.180343,0.392864,0.369875,0.371580,0.413633,0.364708,0.373238,0.372604
